MolWt,MolLogP,TPSA,NumHBD,NumHBA,NumRotatableBonds,NumRings,FractionCSP3,HeavyAtomCount,maccs_38,maccs_62,maccs_74,maccs_77,maccs_79,maccs_80,maccs_83,maccs_84,maccs_89,maccs_93,maccs_95,maccs_96,maccs_97,maccs_98,maccs_101,maccs_106,maccs_108,maccs_110,maccs_113,maccs_123,maccs_132,maccs_135,maccs_136,maccs_139,maccs_144,maccs_150,maccs_154,maccs_159,Inhibition
0.5869625835545548,0.1689407190985062,0.40146340523611607,1.6557261491152733,0.6575654139004907,0.5294911827480758,0.7104458213948449,-0.08893397848457507,0.9422425903888638,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,43.6
1.9604244551115397,0.8635972518847354,-0.12418472687094534,0.7476427374797842,0.11385293934725664,2.055333488232959,1.6003559747217706,-0.017937364260232486,2.3224702215485498,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,45.9
1.6318413903404718,-0.21184168559512545,0.6694176707771785,-0.16044067415570507,1.2012778884537247,2.5639475900612534,-1.0693744852590068,0.07394060708891703,0.5478918386289535,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,18.8
-1.0527079124773797,-1.0678425852350966,0.18599502675979881,-1.0685240857911942,0.11385293934725664,1.0381052845763703,-1.0693744852590068,-0.408418742494117,-1.0295111684106875,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,50.2
0.011138387858031534,0.43143910378523476,-0.9900045480743184,-0.16044067415570507,-0.4298595352059774,1.0381052845763703,-0.17946433193208094,-0.017937364260232486,0.3507164627489984,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.5
0.1631880698189297,-0.7485484731074551,1.8375246310150937,-0.16044067415570507,1.2012778884537247,1.0381052845763703,-1.0693744852590068,-0.13808548063988912,-0.24080966489086691,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18
-1.3574414927464789,0.4342061482662841,-1.18100582130241,-1.0685240857911942,-1.5172844843124456,-1.5049652245651022,-0.17946433193208094,-1.5798628771957708,-1.2266865442906425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.96
-0.049820127569694644,0.46638373769539054,-0.3424155204559342,-0.16044067415570507,-0.4298595352059774,0.02087708091978135,-0.17946433193208094,-0.538579201905412,0.15354108686904333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17.4
-1.2157752598204499,-0.2665407350014291,0.4669721063845942,0.7476427374797842,0.11385293934725664,-0.9963511227368076,-1.9592846385859326,0.22235886849908132,-1.0295111684106875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.9211325400136785,1.5520778554941903,0.3584486556868155,0.7476427374797842,0.6575654139004907,1.5467193864046649,0.7104458213948449,-0.49852982977885957,1.9281194697886395,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.5
